RefID,Author,Year,Publication,Country,Source,Discipline,InTitle,Variation,Question,Protocol,DateSearch,ListSource,Platform,DatabaseCount,Database,SearchStrategy,SearchString,SearchFilter,SearchQuality,LibrarianAuthor,LibrarianConsulted,Criteria,Flowchart,Assessment,Reliability
100,Aladag,2022,Political and legal risks in public-private partnership mega transportation projects,Turkey,Institution of Civil Engineers: Municipal Engineer,Civil,no,neither,no,no,no,yes,na,5,Web of Science;Scopus;ScienceDirect;ProQuest;Taylor & Francis,yes,no,no,low,no,no,no,no,no,no
101,Alaloul,2022,Productivity monitoring in building construction projects: a systematic review,Malaysia,"Engineering, Construction & Architectural Management",Civil,yes,systematic review,no,no,no,yes,na,4,Web of Science;Scopus;ScienceDirect;ASCE Library,yes,yes,no,low,no,no,no,yes,no,no
102,Alaloul,2021,Evolution of close-range detection and data acquisition technologies towards automation in construction progress monitoring,Malaysia,Journal of Building Engineering,Civil,no,neither,no,no,no,yes,na,5,Web of Science;Scopus;ScienceDirect;ASCE Library;Google Scholar,yes,yes,no,high,no,no,no,yes,no,no
103,Alameeri,2021,The Effect of Work Environment Happiness on Employee Leadership,United Arab Emirates,International Conference on Advanced Intelligent Systems & Informatics,Industrial,no,neither,yes,no,no,yes,na,5,Google Scholar;SAGE Journals Online;ScienceDirect;Wiley Online Library;PsycINFO,yes,no,no,low,no,no,no,yes,no,no
104,Alanne,2016,An overview of game-based learning in building services engineering education,Finland,European Journal of Engineering Education,Engineering education,no,neither,no,no,no,yes,na,5,ScienceDirect;Scirus;CiteSeerX;IEEE Xplore;Google Scholar,yes,no,no,low,no,no,no,no,no,no
105,Alaradi,2021,The Mental Health Impact of COVID-19 Pandemic on Health Care Workers and Coping Strategies: A Systematic Literature Review,Bahrain,International Journal of Online & Biomedical Engineering,Biomedical,yes,systematic review,no,no,no,yes,na,3,PubMed;ScienceDirect;Scopus,yes,no,no,low,no,no,yes,yes,no,no
106,Alatshan,2020,Stiffened concrete-filled steel tubes: A systematic review,Malaysia,Thin-Walled Structures,Civil,yes,systematic review,no,no,no,yes,na,6,ScienceDirect;ASCE Library;SpringerLink;Taylor & Francis;Scopus;Web of Science,yes,no,yes,low,no,no,yes,yes,no,no
107,Alawadhi,2020,A systematic literature review of the factors influencing the adoption of autonomous driving,United Arab Emirates,International Journal of System Assurance Engineering & Management,Industrial,yes,systematic review,yes,no,no,yes,na,6,ScienceDirect;PubMed;IEEE Xplore;Scopus;ProQuest;EBSCOhost,yes,no,no,low,no,no,yes,no,no,no
108,Albahari,2022,The effect of science and technology parks on tenant firms: a literature review,Spain,Journal of Technology Transfer,Industrial,no,neither,no,no,yes,yes,na,1,Web of Science,yes,yes,no,low,no,no,no,no,no,no
109,Albalghiti,2021,Towards resolution of antibacterial mechanisms in metal and metal oxide nanomaterials: a meta-analysis of the influence of study design on mechanistic conclusions,United States,Environmental Science: Nano,Environmental,yes,meta analysis,no,no,no,yes,na,1,Web of Science,yes,yes,no,low,no,no,yes,no,no,no
110,Albalkhy,2021,Barriers to adopting lean construction in the construction industry: a literature review,Jordan,International Journal of Lean Six Sigma,Civil,no,neither,yes,no,no,yes,na,7,Emerald Insight;Wiley Online Library;ScienceDirect;Taylor & Francis;SpringerLink;ASCE Library;SAGE Journals Online,yes,no,no,low,no,no,yes,yes,no,no
111,Alban-Palango,2023,Facility Layout Design in Textile MSMEs. Literature Review of Resilient Indicators,Ecuador,International Conference on Innovation in Engineering,Industrial,no,neither,yes,no,no,yes,na,4,Scopus;Web of Science;LA Reference;Network of Open Access Repositories of Ecuador,yes,no,no,low,no,no,yes,yes,no,no
112,Albert,2021,Influence of biochar and soil properties on soil and plant tissue concentrations of Cd and Pb: A meta-analysis,China,Science of the Total Environment,Environmental,yes,meta analysis,no,no,no,yes,na,5,Web of Science;ScienceDirect;ScienceDirect;SpringerLink;Google Scholar,yes,no,no,low,no,no,yes,no,no,no
113,Aldea,2020,Assessing Resilience in Enterprise Architecture: A Systematic Review,Netherlands,IEEE International Enterprise Distributed Object Computing Conference,Industrial,yes,systematic review,yes,no,yes,yes,na,6,ACM Digital Library;IEEE Xplore;ScienceDirect;Taylor & Francis;Scopus;SAGE Journals Online,yes,yes,no,high,no,no,yes,no,yes,no
114,Aldieri,2019,"Environmental innovation, knowledge spillovers and policy implications: A systematic review of the economic effects literature",Italy,Journal of Cleaner Production,Civil,yes,systematic review,no,no,no,yes,na,1,Scopus,yes,yes,no,low,no,no,no,yes,no,no
115,Alejandrino,2021,Life cycle sustainability assessment: Lessons learned from case studies,Argentina,Environmental Impact Assessment Review,Mechanical,no,neither,yes,no,yes,yes,na,3,Scopus;Google Scholar;ScienceDirect,yes,yes,no,low,no,no,no,yes,no,no
116,Aleu,2013,Critical success factors for continuous improvement projects: Maturity of the field,United States,International Annual Conference of the American Society for Engineering Management,Industrial,no,neither,no,no,no,yes,na,3,EBSCOhost;ProQuest;Emerald Insight,yes,no,yes,low,no,no,yes,no,no,no
117,Aleu,2018,Kaizen events in hospitals: Ideal behaviors,Mexico,Institute of Industrial & Systems Engineers Annual Conference,Biomedical,no,neither,no,no,no,yes,no,4,EBSCOhost;Engineering Village;ProQuest;Web of Science,yes,no,no,low,no,no,yes,yes,no,no
118,Aleu,2013,Continuous improvement projects in hospitals: A systematic literature review,United States,IIE Annual Conference & Expo,Industrial,yes,systematic review,no,no,no,yes,no,5,EBSCOhost;Emerald Insight;Engineering Village;JSTOR;ProQuest,yes,yes,yes,low,no,no,yes,yes,no,no
119,Alghamdi,2012,Bone regeneration related to calcium phosphate-coated implants in osteoporotic animal models: A meta-analysis,Netherlands,"Tissue Engineering, Part B: Reviews",Biomedical,yes,meta analysis,no,no,no,yes,na,1,PubMed,yes,yes,yes,low,no,no,yes,yes,no,yes
120,Ali,2012,A systematic review of automated melanoma detection in dermatoscopic images and its ground truth data,Germany,SPIE: The International Society for Optical Engineering,Biomedical,yes,systematic review,no,no,no,yes,na,3,MEDLINE;IEEE Xplore;ScienceDirect,yes,no,no,high,no,no,yes,yes,no,no
121,Ali,2021,Concrete-filled twin-layer steel-sheet cws system: A systematic review of the literature,Malaysia,Latin American Journal of Solids & Structures,Civil,yes,systematic review,no,no,no,yes,na,5,ScienceDirect;Web of Science;Scopus;ASCE Library;SpringerLink,yes,no,no,low,no,no,yes,yes,no,no
122,Ali,2021,Systematic Review of Back-Support Exoskeletons and Soft Robotic Suits,Italy,Frontiers in Bioengineering & Biotechnology,Biomedical,yes,systematic review,yes,no,no,yes,no,5,IEEE Xplore;Scopus;PubMed;ASME Digital Collection;MEDLINE,yes,no,no,low,no,no,yes,yes,no,no
123,Ali,2018,Using Deep Learning to Predict Short Term Traffic Flow: A Systematic Literature Review,Pakistan,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics & Telecommunications Engineering",Industrial,yes,systematic review,yes,no,no,yes,no,5,IEEE Xplore;SpringerLink;Google Scholar;ScienceDirect;ACM Digital Library,yes,no,no,low,no,no,no,yes,no,no
124,Alidoost Nia,2018,Systematic literature review on the state of the art and future research work in anonymous communications systems,Iran,Computers & Electrical Engineering,Electrical,yes,systematic review,yes,no,yes,yes,no,7,ACM Digital Library;ScienceDirect;Google Scholar;IEEE Xplore;Web of Science;Scopus;Wiley Online Library,yes,no,no,low,no,no,yes,no,no,no
125,Alimba,2022,Mitochondrial dysfunctions elicited by solid waste leachates provide insights into mechanisms of leachates induced cell death and pathophysiological disorders,Nigeria,Chemosphere,Environmental,no,neither,no,no,no,yes,na,8,ScienceDirect;PubMed;ProQuest;Google Scholar;Semantic Scholar;Scopus;Web of Science;Directory of Open Access Journals,yes,no,no,low,no,no,yes,yes,no,no
126,Alinani,2020,Service Composition and Optimal Selection in Cloud Manufacturing: State-of-the-Art and Research Challenges,China,IEEE Access,Mechanical,no,neither,yes,no,yes,yes,na,10,Google Scholar;Web of Science;Scopus;IEEE Xplore;ACM Digital Library;Microsoft Academic Search;DBLP;Semantic Scholar;Taylor & Francis;MDPI Journals,yes,yes,no,low,no,no,yes,yes,yes,no
127,Alizadeh,2020,Outlook on biofuels in future studies: A systematic literature review,United States,Renewable & Sustainable Energy Reviews,Industrial,yes,systematic review,no,no,yes,yes,na,5,Scopus;SpringerLink;ScienceDirect;IEEE Xplore;ACM Digital Library,yes,no,no,low,no,no,yes,yes,no,no
128,Aljihmani,2019,Magnesium-Based Bioresorbable Stent Materials: Review of Reviews,Qatar,Journal of Bio- & Tribo-Corrosion,Electrical,no,neither,yes,no,yes,yes,na,4,EMBASE;Scopus;SpringerLink;ScienceDirect,yes,yes,no,high,no,no,yes,yes,no,yes
129,Alkaissy,2020,Safety management in construction: 20 years of risk modeling,Australia,Safety Science,Civil,no,neither,no,no,no,yes,na,4,Scopus;Google Scholar;ScienceDirect;Web of Science,no,no,no,low,no,no,no,no,no,no
130,Alkitbi,2021,Factors Affect Customer Retention: A Systematic Review,United Arab Emirates,International Conference on Advanced Intelligent Systems & Informatics,Industrial,yes,systematic review,yes,no,yes,yes,na,5,ProQuest;ScienceDirect;Taylor & Francis;Emerald Insight;Google Scholar,yes,no,no,low,no,no,yes,yes,yes,no
131,Alla,2018,Blockchain technology in electronic healthcare systems,United States,Institute of Industrial & Systems Engineers Annual Conference,Biomedical,no,neither,yes,no,no,yes,no,8,IEEE Xplore;ACM Digital Library;ScienceDirect;EBSCOhost;PLOS One;ProQuest;MEDLINE;MEDLINE,yes,no,no,low,no,no,no,no,no,no
132,Allaban,2020,A systematic review of robotics research in support of in-home care for older adults,United States,Information,Electrical,yes,systematic review,yes,no,no,yes,na,4,ScienceDirect;IEEE Xplore;ACM Digital Library;Engineering Village,yes,yes,yes,low,no,no,yes,yes,no,yes
133,Allotey,2022,A meta-analysis of pulse-protein extraction technologies: Impact on recovery and purity,United States,Journal of Food Engineering,Chemical,yes,meta analysis,no,no,no,yes,na,2,ScienceDirect;Google Scholar,yes,no,no,low,no,no,yes,no,no,no
134,Almaazmi,2021,The Effect of Digital Transformation on Product Innovation: A Critical Review,United Arab Emirates,International Conference on Advanced Intelligent Systems & Informatics,Industrial,no,neither,yes,no,no,yes,na,3,ProQuest;Google Scholar;Scopus,yes,no,no,low,no,no,yes,yes,yes,no
135,AlMahamid,2022,Autonomous Unmanned Aerial Vehicle navigation using Reinforcement Learning: A systematic review,Canada,Engineering Applications of Artificial Intelligence,Electrical,yes,systematic review,no,no,yes,yes,na,2,IEEE Xplore;Scopus,yes,no,no,low,no,no,yes,no,no,no
136,Almatrafi,2019,Systematic Review of Discussion Forums in Massive Open Online Courses (MOOCs),United States,IEEE Transactions on Learning Technologies,Engineering education,yes,systematic review,no,no,yes,yes,no,5,Web of Science;ScienceDirect;Education Resource Information Center;ACM Digital Library;IEEE Xplore,yes,yes,yes,low,no,no,no,no,no,no
137,Almeida,2022,Cutaneous Manifestations Related to COVID-19: Caused by SARS-CoV2 and Use of Personal Protective Equipment,Brazil,Brazilian Congress on Biomedical Engineering,Biomedical,no,neither,no,no,no,yes,na,1,Virtual Health Library,yes,no,no,low,no,no,yes,yes,no,no
138,Almeida,2016,Exergetic analysis applied to recycling processes: A literature review,Brazil,Advances in Transdisciplinary Engineering,Materials,no,neither,no,no,yes,yes,na,4,ScienceDirect;SpringerLink;Web of Science;Scopus,no,no,yes,low,no,no,no,no,no,no
139,Almeida,2021,Conceptual Design of a High-Speed Wire EDM Robotic End-Effector Based on a Systematic Review Followed by TRIZ,Australia,Machines,Aeronautical,yes,systematic review,no,no,no,yes,na,6,SpringerLink;ScienceDirect;Scopus;Web of Science;IEEE Xplore;Google Scholar,yes,no,no,low,no,no,no,no,no,no
140,Almeida,2021,Comprehensive servo control strategies for flexible and high-efficient wire electric discharge machining. A systematic review,Australia,Precision Engineering,Aeronautical,yes,systematic review,no,no,no,yes,na,6,SpringerLink;ScienceDirect;Scopus;Web of Science;IEEE Xplore;Google Scholar,yes,no,no,low,no,no,no,no,no,no
141,Almutairi,2018,A Framework on the Critical Success Factors of Virtual School System Implementation: A Systematic Literature Review,Saudi Arabia,International Conference on Computer Applications & Information Security,Engineering education,yes,systematic review,yes,no,no,yes,no,5,ScienceDirect;ProQuest;IEEE Xplore;Google Scholar;Web of Science,yes,no,no,low,no,no,yes,no,yes,no
142,Alnajjar,2021,Trends and Technologies in Rehabilitation of Foot Drop: A Systematic Review,United Arab Emirates,Expert Review of Medical Devices,Biomedical,yes,systematic review,no,no,no,yes,no,11,PubMed;Scopus;MEDLINE;Cumulative Index to Nursing and Allied Health Literature;EMBASE;ProQuest;Cochrane Library;Google Scholar;Web of Science;SPORTDiscus;ResearchGate,yes,no,no,low,no,no,yes,yes,no,no
143,Alobaidi,2022,"Transparent Antenna for Green Communication Feature: A Systematic Review on Taxonomy Analysis, Open Challenges, Motivations, Future Directions and Recommendations",Malaysia,IEEE Access,Electrical,yes,systematic review,no,no,yes,yes,na,4,ScienceDirect;Web of Science;IEEE Xplore;Scopus,yes,no,no,low,no,no,yes,yes,no,no
144,Alonso-Fernández,2019,Applications of data science to game learning analytics data: A systematic literature review,Spain,Computers & Education,Engineering education,yes,systematic review,yes,no,yes,yes,no,9,ACM Digital Library;Cambridge Journals Online;Education Resource Information Center;IEEE Computer Society Digital Library;Ingenta Connect;Oxford University Press;ScienceDirect;Scopus;SpringerLink,yes,no,yes,low,no,no,yes,yes,no,no
145,Alotaibi,2016,Business process modelling challenges and solutions: a literature review,Saudi Arabia,Journal of Intelligent Manufacturing,Industrial,no,neither,no,no,no,yes,na,2,IEEE Xplore;ACM Digital Library,yes,no,no,low,no,no,no,no,no,no
146,Alrezq,2020,Systematic literature review of lean production in local government organizations,United States,Institute of Industrial & Systems Engineers Annual Conference,Industrial,yes,systematic review,no,no,no,yes,na,1,ProQuest,yes,yes,no,low,no,no,yes,yes,no,no
147,Alrezq,2021,Bibliometric analysis of lean production applications within local government organizations,United States,Institute of Industrial & Systems Engineers Annual Conference,Industrial,no,neither,no,no,no,yes,na,3,ProQuest;Web of Science;Engineering Village,yes,yes,no,high,no,no,no,no,no,no
148,Alruqi,2017,Dimensions of construction safety cumate,United States,International Construction Specialty Conference,Civil,no,neither,no,no,no,yes,no,2,Engineering Village;Google Scholar,yes,no,no,low,no,no,yes,no,no,no
149,Alruqi,2019,Critical success factors for construction safety: review and meta-analysis of safety leading indicators,United States,Journal of Construction Engineering & Management,Civil,yes,meta analysis,no,no,no,yes,no,5,ASCE Library;Web of Science;Scopus;Engineering Village;Google Scholar,no,no,no,low,no,no,yes,no,no,no
150,Alruqi,2018,Safety climate dimensions and their relationship to construction safety performance: A meta-analytic review,United States,Safety Science,Civil,yes,meta analysis,no,no,no,yes,no,6,Google Scholar;Web of Science;Engineering Village;PubMed;PsycINFO;ASCE Library,yes,no,no,low,no,no,no,no,no,no
151,Alsalem,2018,"A review of the automated detection and classification of acute leukaemia: Coherent taxonomy, datasets, validation and performance measurements, motivation, open challenges and recommendations",Malaysia,Computer Methods & Programs in Biomedicine,Biomedical,no,neither,no,no,yes,yes,na,3,Web of Science;ScienceDirect;IEEE Xplore,yes,no,yes,low,no,no,yes,yes,no,no
152,Alshalif,2022,A systematic review on bio-sequestration of carbon dioxide in bio-concrete systems: a future direction,Malaysia,European Journal of Environmental & Civil Engineering,Environmental,yes,systematic review,no,no,no,yes,na,1,Scopus,yes,no,no,low,no,no,no,yes,no,no
153,Alshamsi,2022,Data Analytics in Acute Kidney Injury Prediction: Opportunities and Challenges,United Arab Emirates,Advances in Science & Engineering Technology International Conference s,Biomedical,no,neither,no,no,no,yes,na,3,Scopus;PubMed;Web of Science,yes,no,no,low,no,no,no,yes,no,no
154,AlShehhi,2021,The Impact of Ethical Leadership on Employees Performance: A Systematic Review,United Arab Emirates,International Conference on Advanced Intelligent Systems & Informatics,Industrial,yes,systematic review,yes,no,no,yes,na,9,"ScienceDirect;Wiley Online Library;JSTOR;EBSCOhost;Library, Information Science & Technology Abstracts;ProQuest;LexisNexis Academic;Emerald Insight;University Library Search (various)",yes,yes,no,low,no,no,yes,yes,yes,no
